tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,year,month_April,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,Partly cloudy,Rainy,Overcast,Clear,Snow
32.9,22.0,27.5,32.5,22.0,27.6,17.6,58.5,0.0,0,0.0,none,0.0,0.0,33.8,23.1,269.3,1008.6,48.5,15.8,238.6,20.5,10,0.26,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32.8,24.2,28.4,33.8,24.2,28.6,16.1,48.4,0.0,0,0.0,none,0.0,0.0,38.8,23.0,316.9,1009.2,52.7,15.9,248.0,21.4,9,0.3,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29.3,19.0,25.1,28.7,19.0,24.9,12.3,45.9,0.0,0,0.0,none,0.0,0.0,33.5,22.2,319.7,1012.9,56.6,16.0,221.8,19.3,8,0.33,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29.9,19.7,24.9,28.8,19.7,24.6,12.9,49.6,0.0,0,0.0,none,0.0,0.0,26.3,20.3,353.5,1016.8,27.2,16.0,283.3,24.6,10,0.37,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32.8,20.7,26.6,34.5,20.7,27.4,18.2,61.7,0.0,0,0.0,none,0.0,0.0,38.9,24.8,175.0,1014.9,52.0,16.0,234.7,20.2,9,0.4,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29.3,25.5,27.0,32.6,25.5,28.3,20.8,69.3,3.006,100,16.67,rain,0.0,0.0,31.7,21.6,187.0,1009.7,72.6,15.7,128.0,11.4,5,0.44,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31.5,24.3,27.8,34.4,24.3,29.4,22.2,73.2,0.0,0,0.0,none,0.0,0.0,37.1,26.5,334.0,1009.5,52.9,15.5,224.0,19.4,9,0.47,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29.3,24.2,26.3,31.2,24.2,26.8,21.5,76.0,3.753,100,16.67,rain,0.0,0.0,28.8,17.2,93.9,1014.1,63.9,15.6,140.3,12.2,7,0.5,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31.6,23.1,26.6,35.1,23.1,28.0,21.8,75.8,0.073,100,4.17,rain,0.0,0.0,24.1,15.8,126.1,1015.3,57.5,15.9,147.9,12.9,6,0.54,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
33.1,24.7,28.2,36.4,24.7,30.0,22.4,72.4,0.0,0,0.0,none,0.0,0.0,24.1,19.4,157.9,1015.2,63.9,15.9,215.9,18.8,10,0.57,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34.8,24.1,28.8,38.4,24.1,30.9,22.1,69.4,0.965,100,8.33,rain,0.0,0.0,28.4,17.8,167.4,1015.3,45.9,16.0,230.0,19.8,9,0.61,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
36.1,25.3,29.8,39.8,25.3,32.1,21.9,64.8,0.0,0,0.0,none,0.0,0.0,25.6,16.4,187.9,1015.4,53.4,16.0,236.6,20.6,9,0.64,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35.4,23.7,28.1,40.2,23.7,29.8,21.1,67.6,12.586,100,20.83,rain,0.0,0.0,64.8,27.4,106.6,1017.6,60.0,15.8,214.6,18.6,10,0.67,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
32.8,22.0,27.0,38.1,22.0,28.5,21.3,72.5,0.315,100,8.33,rain,0.0,0.0,55.4,25.4,190.4,1014.2,55.7,16.0,226.5,19.4,10,0.71,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
34.2,24.1,29.0,37.0,24.1,30.7,20.9,63.2,0.0,0,0.0,none,0.0,0.0,31.7,25.2,227.0,1013.3,54.9,16.0,265.5,22.9,10,0.74,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.5,19.9,22.6,26.5,19.9,22.6,19.1,80.8,8.53,100,29.17,rain,0.0,0.0,28.4,23.4,350.8,1016.0,76.7,15.5,41.3,3.6,1,0.75,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26.6,18.1,22.0,26.6,18.1,22.0,13.2,59.7,1.497,100,4.17,rain,0.0,0.0,34.6,19.4,25.3,1021.2,48.9,16.0,230.3,19.6,10,0.81,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26.0,18.5,22.0,26.0,18.5,22.0,14.1,61.7,0.0,0,0.0,none,0.0,0.0,43.9,30.2,56.2,1022.5,67.0,16.0,235.5,20.3,10,0.84,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.8,18.1,21.0,23.8,18.1,21.0,15.2,70.0,0.0,0,0.0,none,0.0,0.0,33.5,21.0,59.4,1021.2,75.7,16.0,112.0,9.8,5,0.87,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,19.1,22.3,26.0,19.1,22.3,16.9,71.9,0.0,0,0.0,none,0.0,0.0,25.6,14.1,106.1,1017.2,70.5,16.0,169.4,14.9,7,0.91,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27.2,20.9,23.3,28.7,20.9,23.4,19.0,77.5,0.475,100,12.5,rain,0.0,0.0,44.6,26.8,351.9,1012.4,69.1,15.9,99.0,8.6,4,0.94,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
29.7,19.8,24.6,28.8,19.8,24.4,13.7,53.1,0.0,0,0.0,none,0.0,0.0,35.3,21.5,316.3,1015.1,12.3,15.8,289.8,24.9,10,0.97,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31.6,18.0,24.6,31.5,18.0,24.6,15.7,59.7,0.0,0,0.0,none,0.0,0.0,29.9,23.1,185.7,1018.0,24.5,16.0,283.8,24.4,10,0.0,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32.0,20.8,26.5,32.5,20.8,26.8,17.5,59.4,0.0,0,0.0,none,0.0,0.0,28.1,20.0,47.7,1021.7,52.1,16.0,232.3,20.1,9,0.04,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27.7,22.0,24.8,28.9,22.0,25.0,18.8,70.2,0.0,0,0.0,none,0.0,0.0,31.0,17.8,92.9,1024.0,73.2,16.0,166.3,14.3,6,0.08,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31.1,22.0,25.5,33.5,22.0,26.1,20.6,75.7,1.343,100,8.33,rain,0.0,0.0,42.5,23.7,188.6,1017.7,63.9,16.0,216.0,18.6,8,0.11,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
31.0,21.9,25.9,30.8,21.9,26.0,17.7,63.3,0.0,0,0.0,none,0.0,0.0,23.0,17.5,62.3,1016.7,39.8,16.0,223.8,19.1,9,0.14,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
34.2,21.9,27.7,37.6,21.9,29.5,21.2,69.6,0.983,100,4.17,rain,0.0,0.0,38.2,22.1,193.7,1014.4,50.6,16.0,201.4,17.4,9,0.18,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
25.9,22.6,24.4,25.9,22.6,24.4,17.5,65.8,0.202,100,4.17,rain,0.0,0.0,33.5,21.6,46.7,1016.4,76.6,16.0,166.8,14.1,7,0.25,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
24.2,19.7,21.8,24.2,19.7,21.8,15.5,67.6,0.0,0,0.0,none,0.0,0.0,40.7,29.0,20.8,1010.5,70.7,16.0,115.5,9.7,5,0.24,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
29.8,17.4,23.1,28.8,17.4,23.0,13.7,58.3,0.0,0,0.0,none,0.0,0.0,46.9,25.1,336.7,1011.9,29.1,16.0,108.7,9.3,8,0.28,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28.3,18.1,23.7,28.0,18.1,23.7,14.4,57.3,0.0,0,0.0,none,0.0,0.0,24.1,12.3,13.1,1017.6,52.9,16.0,208.2,17.9,10,0.31,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28.8,21.4,24.8,28.9,21.4,24.8,16.0,59.6,0.009,100,4.17,rain,0.0,0.0,126.0,11.9,67.3,1021.9,70.2,16.0,147.8,12.7,7,0.35,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
31.1,20.7,25.0,31.0,20.7,25.2,18.3,68.6,0.0,0,0.0,none,0.0,0.0,29.5,21.2,167.7,1025.5,59.1,16.0,79.3,6.8,7,0.38,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
33.9,21.4,25.8,37.5,21.4,26.9,20.7,74.9,0.321,100,4.17,rain,0.0,0.0,29.2,19.2,194.0,1021.8,55.5,16.0,195.8,16.7,8,0.41,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
36.0,23.2,28.5,37.9,23.2,29.5,20.2,64.0,0.839,100,16.67,rain,0.0,0.0,43.9,24.8,349.2,1018.4,63.3,16.0,85.7,7.1,6,0.45,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
24.9,20.5,21.8,24.9,20.5,21.8,17.3,76.2,0.0,0,0.0,none,0.0,0.0,42.8,23.0,84.0,1026.7,94.5,15.6,42.1,3.6,1,0.48,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27.1,19.2,23.3,28.6,19.2,23.5,17.9,71.7,0.0,0,0.0,none,0.0,0.0,34.2,20.1,163.7,1024.6,93.5,15.6,98.4,8.6,4,0.5,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31.5,22.8,26.3,30.1,22.8,26.0,16.5,59.2,0.0,0,0.0,none,0.0,0.0,27.0,16.4,331.3,1020.7,48.2,16.0,98.0,8.5,6,0.55,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
32.6,19.7,25.8,32.4,19.7,25.9,17.2,61.7,0.0,0,0.0,none,0.0,0.0,19.4,15.6,108.3,1017.1,43.7,16.0,256.5,22.0,10,0.58,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
27.6,21.2,24.4,27.7,21.2,24.4,16.8,63.8,0.0,0,0.0,none,0.0,0.0,35.3,21.4,53.2,1018.3,69.8,16.0,200.5,17.2,9,0.62,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25.9,16.7,21.1,25.9,16.7,21.1,12.5,60.9,0.0,0,0.0,none,0.0,0.0,26.3,17.6,70.8,1022.2,44.5,16.0,215.0,18.4,8,0.65,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23.6,15.1,18.8,23.6,15.1,18.8,8.2,54.8,0.0,0,0.0,none,0.0,0.0,27.7,14.4,69.5,1026.4,29.3,16.0,220.6,19.2,8,0.69,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25.6,12.9,19.4,25.6,12.9,19.4,11.2,61.9,0.0,0,0.0,none,0.0,0.0,25.2,21.4,194.2,1025.1,42.2,16.0,235.0,20.3,9,0.72,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31.1,15.8,23.1,30.9,15.8,23.2,15.2,63.5,0.0,0,0.0,none,0.0,0.0,22.3,14.1,179.8,1023.1,33.8,16.0,207.7,17.9,8,0.75,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
33.6,21.4,26.4,34.6,21.4,27.0,19.0,65.7,0.0,0,0.0,none,0.0,0.0,27.4,18.1,182.5,1019.8,39.1,16.0,251.7,21.7,9,0.79,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
34.2,22.6,27.4,33.3,22.6,27.5,17.5,58.3,0.0,0,0.0,none,0.0,0.0,39.6,24.1,203.9,1013.0,63.7,16.0,192.7,16.6,8,0.83,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
27.7,20.5,24.2,27.0,20.5,24.1,12.5,49.7,0.0,0,0.0,none,0.0,0.0,49.7,25.3,319.1,1012.0,37.3,16.0,229.2,19.8,8,0.86,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
27.8,15.7,21.8,27.1,15.7,21.7,11.2,53.2,0.0,0,0.0,none,0.0,0.0,27.7,20.2,186.6,1013.0,39.3,16.0,242.1,21.0,9,0.89,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
32.6,18.1,23.9,31.8,18.1,23.9,15.6,62.2,0.0,0,0.0,none,0.0,0.0,37.1,22.9,223.5,1010.3,53.2,16.0,132.0,11.2,6,0.93,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28.2,17.5,22.9,27.8,17.5,22.8,14.5,61.9,0.0,0,0.0,none,0.0,0.0,26.3,16.2,116.4,1018.4,57.1,15.9,188.2,16.4,8,0.96,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28.8,19.1,23.7,31.5,19.1,24.3,19.6,78.2,0.0,0,0.0,none,0.0,0.0,32.4,17.9,171.9,1019.1,66.1,15.9,104.7,9.0,6,0.0,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31.5,22.0,26.3,32.5,22.0,26.7,19.4,67.6,0.0,0,0.0,none,0.0,0.0,32.0,21.0,52.3,1022.1,49.5,15.9,122.4,10.6,9,0.03,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23.7,20.5,21.8,23.7,20.5,21.8,17.8,78.3,4.232,100,25.0,rain,0.0,0.0,27.4,19.2,119.5,1023.9,83.2,14.9,48.2,4.1,2,0.06,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
30.0,20.5,24.7,31.8,20.5,25.2,18.3,68.5,0.0,0,0.0,none,0.0,0.0,24.8,18.6,184.3,1019.0,48.9,16.0,184.4,15.8,7,0.1,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
36.0,22.6,28.6,36.7,22.6,29.3,19.4,61.9,0.0,0,0.0,none,0.0,0.0,39.6,21.9,227.5,1012.6,58.1,16.0,207.7,17.9,8,0.13,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26.9,23.2,24.7,28.6,23.2,24.8,20.4,77.2,0.0,0,0.0,none,0.0,0.0,30.6,19.6,82.2,1014.6,87.0,16.0,104.3,8.7,4,0.16,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26.0,13.7,22.5,26.0,13.7,22.5,12.8,57.2,0.0,0,0.0,none,0.0,0.0,48.5,32.1,5.3,1018.8,46.6,16.0,201.9,17.5,8,0.2,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18.8,9.3,14.5,18.8,6.9,14.2,6.4,58.6,0.0,0,0.0,none,0.0,0.0,33.1,24.8,63.5,1028.3,70.9,16.0,130.2,11.1,6,0.25,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22.8,16.6,19.8,22.8,16.6,19.8,14.7,72.3,0.0,0,0.0,none,0.0,0.0,51.1,21.6,186.2,1024.8,93.3,16.0,46.3,3.9,2,0.26,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
28.7,17.2,23.2,28.7,17.2,23.3,16.2,65.6,0.446,100,4.17,rain,0.0,0.0,50.0,31.6,201.8,1020.4,74.7,16.0,175.5,15.2,7,0.29,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
19.8,16.6,18.0,19.8,16.6,18.0,10.5,62.8,0.0,0,0.0,none,0.0,0.0,37.8,31.4,25.1,1022.2,84.6,16.0,65.9,5.7,3,0.33,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22.6,13.4,17.4,22.6,13.4,17.4,9.6,61.4,0.0,0,0.0,none,0.0,0.0,31.3,24.6,32.6,1023.2,66.9,16.0,177.8,15.2,7,0.36,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
25.5,13.3,18.6,25.5,13.3,18.6,9.7,57.4,0.0,0,0.0,none,0.0,0.0,26.3,22.7,2.8,1023.2,56.2,16.0,201.2,17.4,8,0.39,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24.2,13.0,18.4,24.2,13.0,18.4,6.2,46.4,0.0,0,0.0,none,0.0,0.0,33.5,21.8,3.6,1019.9,17.4,16.0,197.8,17.0,7,0.43,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
22.8,12.8,17.5,22.8,12.8,17.5,10.5,65.5,0.0,0,0.0,none,0.0,0.0,23.8,19.8,342.3,1016.3,58.3,15.9,93.8,8.0,5,0.46,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18.3,13.2,15.0,18.3,13.2,15.0,6.9,60.2,2.969,100,12.5,rain,0.0,0.0,24.8,17.8,25.7,1018.4,75.8,15.9,86.9,7.7,5,0.5,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
24.9,11.3,17.4,24.9,11.3,17.4,9.6,65.0,0.0,0,0.0,none,0.0,0.0,28.1,17.8,223.7,1016.2,13.7,15.7,188.8,16.4,7,0.53,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
22.0,11.2,16.6,22.0,11.2,16.6,7.3,57.0,0.0,0,0.0,none,0.0,0.0,25.6,15.9,103.4,1019.7,23.4,16.0,184.0,15.9,7,0.56,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18.2,12.1,15.3,18.2,12.1,15.3,12.3,83.2,34.138,100,37.5,rain,0.0,0.0,59.6,35.9,268.9,1007.0,66.4,13.4,22.6,1.9,1,0.6,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
15.5,10.0,13.0,15.5,8.8,12.9,2.7,50.0,0.0,0,0.0,none,0.0,0.0,68.3,40.4,281.2,1005.0,67.3,16.0,100.8,8.7,5,0.63,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18.2,8.8,13.1,18.2,6.7,12.6,1.9,47.9,0.0,0,0.0,none,0.0,0.0,46.1,32.6,315.9,1014.5,17.1,16.0,180.9,15.8,7,0.67,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
18.3,6.4,12.6,18.3,4.3,12.2,5.3,62.5,0.0,0,0.0,none,0.0,0.0,22.7,16.3,181.1,1018.4,52.2,16.0,147.9,12.7,6,0.7,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14.3,12.8,13.6,14.3,12.8,13.6,11.9,89.6,40.943,100,58.33,rain,0.0,0.0,44.6,28.1,18.3,1013.9,83.6,10.9,23.7,2.1,1,0.74,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
21.0,12.8,15.7,21.0,12.8,15.7,10.7,74.1,0.0,0,0.0,none,0.0,0.0,29.5,22.4,6.2,1017.8,64.2,15.9,165.8,14.4,7,0.75,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17.1,14.3,15.6,17.1,14.3,15.6,14.0,90.3,14.728,100,20.83,rain,0.0,0.0,41.8,22.0,168.3,1013.7,89.3,13.6,27.6,2.3,2,0.81,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
19.3,11.0,14.6,19.3,11.0,14.6,6.9,64.8,0.0,0,0.0,none,0.0,0.0,38.9,26.2,294.1,1017.3,17.9,14.8,173.0,15.1,7,0.84,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20.1,6.9,13.1,20.1,6.9,13.1,6.4,67.1,0.0,0,0.0,none,0.0,0.0,27.7,11.8,191.5,1026.1,1.0,16.0,169.1,14.5,7,0.88,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21.0,10.3,14.7,21.0,10.3,14.7,10.9,80.1,0.0,0,0.0,none,0.0,0.0,22.3,16.2,207.2,1024.7,67.0,16.0,94.4,8.0,4,0.91,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19.2,14.1,16.6,19.2,14.1,16.6,11.2,71.6,0.0,0,0.0,none,0.0,0.0,31.3,17.4,97.3,1022.1,79.2,16.0,60.2,5.3,2,0.95,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26.7,15.6,20.5,27.2,15.6,20.5,16.1,78.2,19.693,100,41.67,rain,0.0,0.0,57.6,28.9,246.8,1011.9,55.1,13.4,100.0,8.5,6,0.0,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
20.6,13.0,16.4,20.6,13.0,16.4,10.1,67.1,0.0,0,0.0,none,0.0,0.0,28.1,15.6,43.3,1020.8,25.3,16.0,159.9,13.8,6,0.02,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19.8,14.6,16.9,19.8,14.6,16.9,12.3,75.0,0.0,0,0.0,none,0.0,0.0,20.9,17.0,127.0,1024.4,89.7,16.0,63.2,5.5,3,0.05,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19.3,15.5,16.8,19.3,15.5,16.8,13.7,82.4,6.217,100,25.0,rain,0.0,0.0,27.0,13.8,138.9,1023.2,86.2,14.6,56.4,4.9,3,0.08,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
25.0,15.8,20.5,25.0,15.8,20.5,18.7,90.0,29.454,100,54.17,rain,0.0,0.0,60.3,40.3,184.9,1009.4,86.9,13.9,25.4,2.1,1,0.11,2019,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
13.3,6.3,9.4,13.3,3.3,7.6,-0.5,50.7,2.475,100,20.83,rain,0.0,0.0,64.2,39.4,308.7,1020.9,19.2,15.8,141.3,12.4,7,0.15,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12.8,3.0,7.4,12.8,0.6,6.5,-0.3,59.5,0.0,0,0.0,none,0.0,0.0,21.2,20.7,329.4,1022.7,8.1,16.0,98.8,8.5,6,0.18,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
13.7,5.8,9.0,13.7,3.8,8.2,-1.4,50.6,0.0,0,0.0,none,0.0,0.0,38.9,25.0,292.8,1022.7,10.6,15.9,208.3,18.7,10,0.21,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15.7,3.4,9.7,15.7,1.3,9.3,3.1,66.0,0.0,0,0.0,none,0.0,0.0,39.2,26.9,171.8,1026.0,31.3,16.0,205.6,17.8,9,0.25,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17.3,6.8,11.4,17.3,5.4,11.1,5.9,71.2,0.0,0,0.0,none,0.0,0.0,23.8,14.1,189.9,1022.8,50.3,16.0,171.0,14.6,8,0.28,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15.0,6.8,10.8,15.0,4.4,9.8,2.1,56.8,0.0,0,0.0,none,0.0,0.0,30.2,20.7,327.4,1029.1,10.7,16.0,166.0,14.4,7,0.31,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16.2,7.6,11.3,16.2,5.7,10.4,6.6,73.1,1.733,100,20.83,rain,0.0,0.0,38.9,29.5,232.6,1021.4,80.8,15.9,59.0,5.1,3,0.34,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
8.3,2.1,4.9,5.7,-2.0,0.8,-5.0,49.5,0.0,0,0.0,none,0.0,0.0,51.8,36.1,323.2,1024.6,58.1,16.0,122.6,10.5,5,0.37,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7.2,-0.9,3.2,4.8,-3.8,0.5,-4.9,56.1,0.0,0,0.0,none,0.0,0.0,27.0,19.7,162.3,1025.8,54.0,16.0,122.1,10.6,5,0.41,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12.9,2.5,7.8,12.9,0.1,6.5,1.2,64.3,0.0,0,0.0,none,0.0,0.0,26.3,19.8,193.5,1018.8,62.1,16.0,106.2,9.1,5,0.44,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20.0,5.4,12.0,20.0,4.5,11.8,5.6,68.2,0.0,0,0.0,none,0.0,0.0,36.0,22.0,181.6,1015.8,59.6,16.0,120.3,10.4,5,0.47,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15.6,-0.1,7.2,15.6,-5.6,3.8,-0.7,58.1,1.949,100,29.17,rain,0.0,0.2,62.3,33.7,315.7,1015.3,64.5,15.9,25.3,2.1,2,0.5,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3.3,-3.4,-0.1,2.0,-9.8,-4.1,-10.7,45.5,0.0,0,0.0,none,0.0,0.0,36.9,26.8,325.0,1029.5,29.9,16.0,135.3,11.5,6,0.54,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5.6,-2.5,1.6,5.6,-6.8,-0.7,-6.0,58.3,0.0,0,0.0,none,0.0,0.0,34.6,15.7,191.3,1028.9,63.0,16.0,103.2,8.7,5,0.58,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12.2,0.9,6.3,12.2,-1.2,5.6,-2.5,56.0,0.0,0,0.0,none,0.0,0.0,29.5,18.1,341.0,1024.5,71.3,16.0,106.2,9.0,5,0.61,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8.2,2.6,5.1,5.0,-2.1,0.9,-5.4,48.6,0.0,0,0.0,none,0.0,0.0,41.8,30.6,26.1,1027.3,36.5,16.0,130.8,11.1,6,0.65,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7.7,2.7,5.0,4.8,-2.6,1.0,-3.5,55.5,0.0,0,0.0,none,0.0,0.0,38.9,27.9,25.2,1022.7,96.9,16.0,60.8,4.9,2,0.68,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8.3,4.3,6.1,7.3,1.4,4.1,3.4,83.3,5.421,100,16.67,rain,0.0,0.0,22.3,17.8,349.7,1010.8,84.1,14.2,63.5,5.1,3,0.72,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
13.3,6.6,9.0,13.3,3.8,8.3,5.2,78.9,2.175,100,12.5,rain,0.0,0.0,20.5,15.0,223.3,1010.0,76.0,13.1,109.2,9.0,5,0.75,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
12.1,7.8,9.8,12.1,5.0,8.4,2.0,59.2,0.0,0,0.0,none,0.0,0.0,51.1,30.7,324.7,1017.7,89.5,16.0,76.3,6.1,4,0.79,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
11.2,4.4,8.7,11.2,1.4,7.3,0.6,57.1,0.0,0,0.0,none,0.0,0.0,33.7,20.1,216.1,1022.6,62.0,16.0,108.8,8.9,5,0.83,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12.8,5.3,10.1,12.8,2.7,9.1,3.9,66.6,5.476,100,16.67,rain,0.0,0.0,41.5,30.5,254.6,1013.7,54.8,15.2,29.8,2.3,1,0.86,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
